"vtd","cntyvtd","d","r","winner"
"4620","4394620","18","11","D"
"4634","4394634","435","407","D"
"4640","4394640","198","144","D"
"4682","4394682","93","62","D"
"4685","4394685","1","0","D"
"4687","4394687","49","23","D"
"4689","4394689","46","45","D"
"4692","4394692","11","6","D"
"4693","4394693","6","1","D"
"0001","4490001","242","51","D"
"0008","4490008","323","217","D"
"0017","4490017","186","97","D"
"0114","4510114","235","119","D"
"0124","4510124","344","195","D"
"0101","4530101","2573","527","D"
"0102","4530102","521","124","D"
"0103","4530103","662","298","D"
"0104","4530104","531","214","D"
"0105","4530105","3273","1151","D"
"0106","4530106","1119","1025","D"
"0108","4530108","779","162","D"
"0109","4530109","973","402","D"
"0110","4530110","2429","1243","D"
"0111","4530111","2128","683","D"
"0112","4530112","682","197","D"
"0113","4530113","2873","997","D"
"0114","4530114","111","59","D"
"0117","4530117","1552","146","D"
"0118","4530118","320","44","D"
"0120","4530120","55","33","D"
"0121","4530121","464","40","D"
"0122","4530122","1563","102","D"
"0123","4530123","1950","1313","D"
"0124","4530124","2841","204","D"
"0125","4530125","2","0","D"
"0126","4530126","2932","176","D"
"0129","4530129","1542","94","D"
"0130","4530130","1127","134","D"
"0132","4530132","1527","128","D"
"0133","4530133","1320","171","D"
"0135","4530135","3966","436","D"
"0136","4530136","1081","822","D"
"0137","4530137","2970","2475","D"
"0139","4530139","1660","354","D"
"0140","4530140","919","224","D"
"0141","4530141","197","65","D"
"0142","4530142","602","55","D"
"0145","4530145","1112","483","D"
"0146","4530146","1112","733","D"
"0148","4530148","1681","800","D"
"0149","4530149","1100","119","D"
"0151","4530151","1350","171","D"
"0152","4530152","2498","126","D"
"0153","4530153","2268","648","D"
"0154","4530154","1448","523","D"
"0156","4530156","2982","444","D"
"0160","4530160","832","436","D"
"0161","4530161","703","427","D"
"0164","4530164","863","202","D"
"0200","4530200","3298","349","D"
"0202","4530202","2109","280","D"
"0203","4530203","378","167","D"
"0205","4530205","1288","342","D"
"0206","4530206","891","144","D"
"0207","4530207","2141","964","D"
"0208","4530208","4479","786","D"
"0209","4530209","491","106","D"
"0210","4530210","944","365","D"
"0211","4530211","855","269","D"
"0214","4530214","1346","618","D"
"0215","4530215","995","416","D"
"0216","4530216","996","368","D"
"0217","4530217","1095","285","D"
"0218","4530218","2625","872","D"
"0219","4530219","1215","658","D"
"0220","4530220","893","459","D"
"0221","4530221","347","331","D"
"0222","4530222","1292","383","D"
"0223","4530223","285","73","D"
"0224","4530224","98","18","D"
"0225","4530225","1673","684","D"
"0226","4530226","924","282","D"
"0227","4530227","367","174","D"
"0228","4530228","897","417","D"
"0229","4530229","972","344","D"
"0231","4530231","1389","687","D"
"0233","4530233","1459","1167","D"
"0235","4530235","1890","243","D"
"0236","4530236","2033","309","D"
"0237","4530237","1101","480","D"
"0238","4530238","1575","470","D"
"0239","4530239","1504","334","D"
"0240","4530240","581","206","D"
"0241","4530241","1087","191","D"
"0242","4530242","3451","563","D"
"0243","4530243","1062","316","D"
"0244","4530244","1427","1247","D"
"0245","4530245","439","406","D"
"0246","4530246","961","374","D"
"0247","4530247","350","250","D"
"0248","4530248","1382","333","D"
"0249","4530249","1538","611","D"
"0250","4530250","2999","683","D"
"0251","4530251","1745","531","D"
"0252","4530252","1486","415","D"
"0253","4530253","1439","817","D"
"0254","4530254","1576","647","D"
"0256","4530256","936","625","D"
"0258","4530258","1192","531","D"
"0259","4530259","1364","557","D"
"0260","4530260","567","149","D"
"0262","4530262","2311","885","D"
"0263","4530263","1423","543","D"
"0266","4530266","239","156","D"
"0267","4530267","755","300","D"
"0268","4530268","566","165","D"
"0273","4530273","1865","376","D"
"0274","4530274","1758","180","D"
"0275","4530275","2225","212","D"
"0277","4530277","3765","1102","D"
"0301","4530301","631","234","D"
"0302","4530302","1354","966","D"
"0303","4530303","1158","979","D"
"0304","4530304","1838","1097","D"
"0307","4530307","673","400","D"
"0309","4530309","1177","594","D"
"0310","4530310","2100","1218","D"
"0311","4530311","2964","571","D"
"0313","4530313","252","37","D"
"0315","4530315","1733","1102","D"
"0317","4530317","1139","765","D"
"0318","4530318","369","236","D"
"0321","4530321","359","209","D"
"0323","4530323","1095","293","D"
"0325","4530325","50","21","D"
"0326","4530326","1135","618","D"
"0327","4530327","1381","813","D"
"0328","4530328","1885","832","D"
"0329","4530329","2054","808","D"
"0330","4530330","1124","1024","D"
"0331","4530331","1285","692","D"
"0332","4530332","1792","251","D"
"0333","4530333","1305","762","D"
"0334","4530334","1125","1012","D"
"0335","4530335","1119","606","D"
"0336","4530336","978","596","D"
"0337","4530337","1842","1028","D"
"0338","4530338","2078","1438","D"
"0339","4530339","898","377","D"
"0340","4530340","1919","421","D"
"0341","4530341","121","49","D"
"0342","4530342","2909","543","D"
"0343","4530343","922","612","D"
"0344","4530344","963","294","D"
"0347","4530347","1215","747","D"
"0349","4530349","2178","1056","D"
"0350","4530350","2022","714","D"
"0351","4530351","833","275","D"
"0352","4530352","1811","545","D"
"0354","4530354","2031","1129","D"
"0356","4530356","1005","262","D"
"0357","4530357","271","183","D"
"0358","4530358","2404","755","D"
"0360","4530360","1963","934","D"
"0361","4530361","493","431","D"
"0362","4530362","1462","619","D"
"0363","4530363","700","404","D"
"0364","4530364","1583","1044","D"
"0365","4530365","923","654","D"
"0366","4530366","2347","1079","D"
"0367","4530367","2748","1684","D"
"0401","4530401","1038","426","D"
"0402","4530402","1337","442","D"
"0403","4530403","465","324","D"
"0404","4530404","1475","356","D"
"0405","4530405","271","95","D"
"0406","4530406","1178","973","D"
"0407","4530407","975","225","D"
"0408","4530408","1550","550","D"
"0409","4530409","1250","171","D"
"0410","4530410","1620","339","D"
"0411","4530411","1002","296","D"
"0412","4530412","53","7","D"
"0413","4530413","648","157","D"
"0414","4530414","1687","635","D"
"0415","4530415","617","208","D"
"0416","4530416","83","47","D"
"0417","4530417","801","261","D"
"0419","4530419","230","112","D"
"0420","4530420","1543","211","D"
"0421","4530421","1574","257","D"
"0422","4530422","1404","138","D"
"0423","4530423","1739","231","D"
"0424","4530424","1516","201","D"
"0425","4530425","374","97","D"
"0426","4530426","1536","149","D"
"0427","4530427","1336","113","D"
"0428","4530428","740","256","D"
"0429","4530429","4007","535","D"
"0430","4530430","782","85","D"
"0431","4530431","3067","377","D"
"0433","4530433","1724","211","D"
"0434","4530434","2","1","D"
"0435","4530435","2751","940","D"
"0436","4530436","187","13","D"
"0437","4530437","1519","176","D"
"0438","4530438","822","110","D"
"0439","4530439","1593","141","D"
"0440","4530440","601","123","D"
"0441","4530441","2032","403","D"
"0442","4530442","835","129","D"
"0443","4530443","1651","289","D"
"0444","4530444","104","8","D"
"0446","4530446","597","125","D"
"0447","4530447","1987","414","D"
"0448","4530448","1210","266","D"
"0450","4530450","1870","346","D"
"0451","4530451","1543","345","D"
"0452","4530452","1046","151","D"
"0454","4530454","1062","321","D"
"0458","4530458","1789","581","D"
"0460","4530460","1798","402","D"
"0461","4530461","2536","404","D"
"0463","4530463","1628","446","D"
"0018","4550018","45","41","D"
"0008","4630008","458","383","D"
"0009","4630009","534","133","D"
"0010","4630010","219","41","D"
"0013","4630013","867","394","D"
"0010A","4650010A","11","7","D"
"0010B","4650010B","645","392","D"
"0011","4650011","651","204","D"
"0012","4650012","88","41","D"
"0021","4650021","584","195","D"
"0022","4650022","626","380","D"
"0024","4650024","381","197","D"
"0040","4650040","1522","725","D"
"0041A","4650041A","68","28","D"
"0041B","4650041B","441","184","D"
"0001","4690001","136","92","D"
"0004","4690004","324","214","D"
"0006","4690006","76","42","D"
"0007","4690007","603","313","D"
"0012","4690012","192","163","D"
"0013","4690013","369","344","D"
"0032","4690032","338","233","D"
"0034","4690034","304","129","D"
"0035","4690035","101","64","D"
"0001","470001","187","36","D"
"0002","470002","424","90","D"
"0003","470003","332","144","D"
"0004","470004","82","36","D"
"0005","470005","38","26","D"
"0006","470006","403","92","D"
"0007","470007","57","40","D"
"0008","470008","219","82","D"
"0009","470009","195","67","D"
"0101","4710101","198","109","D"
"0301","4710301","781","527","D"
"0401","4710401","673","601","D"
"0309","4730309","1368","19","D"
"0310","4730310","627","159","D"
"0414","4730414","115","93","D"
"0416","4730416","353","303","D"
"0417","4730417","398","200","D"
"001W","475001W","68","54","D"
"0104","4770104","668","232","D"
"0117","4770117","24","6","D"
"0122","4790122","187","88","D"
"0124","4790124","676","156","D"
"0125","4790125","359","73","D"
"0128","4790128","215","37","D"
"0129","4790129","1009","162","D"
"0130","4790130","1500","232","D"
"0132","4790132","1346","255","D"
"0133","4790133","1733","281","D"
"0134","4790134","805","107","D"
"0135","4790135","551","53","D"
"0136","4790136","120","77","D"
"0154","4790154","351","42","D"
"0164","4790164","356","98","D"
"0215","4790215","533","137","D"
"0218","4790218","707","207","D"
"0219","4790219","511","198","D"
"0220","4790220","435","103","D"
"0221","4790221","399","173","D"
"0226","4790226","440","94","D"
"0227","4790227","1422","398","D"
"0231","4790231","1327","387","D"
"0237","4790237","257","119","D"
"0239","4790239","1569","619","D"
"0252A","4790252A","971","221","D"
"0252B","4790252B","10","2","D"
"0252C","4790252C","51","11","D"
"0255","4790255","644","324","D"
"0266","4790266","530","123","D"
"0267","4790267","634","176","D"
"0268","4790268","38","11","D"
"0308","4790308","300","156","D"
"0309","4790309","1201","362","D"
"0310","4790310","171","42","D"
"0311","4790311","655","135","D"
"0312","4790312","418","81","D"
"0338","4790338","68","14","D"
"0340","4790340","759","554","D"
"0341","4790341","519","335","D"
"0342","4790342","758","280","D"
"0343","4790343","965","428","D"
"0344","4790344","1961","1072","D"
"0345","4790345","703","357","D"
"0349","4790349","619","434","D"
"0351","4790351","190","37","D"
"0356","4790356","1491","761","D"
"0359","4790359","1419","501","D"
"0360","4790360","274","75","D"
"0361","4790361","544","155","D"
"0362","4790362","147","33","D"
"0363","4790363","300","64","D"
"0401","4790401","520","100","D"
"0402","4790402","520","75","D"
"0403","4790403","418","57","D"
"0404","4790404","540","114","D"
"0405","4790405","649","116","D"
"0406","4790406","373","43","D"
"0407","4790407","176","24","D"
"0413","4790413","692","140","D"
"0414","4790414","347","63","D"
"0416","4790416","321","57","D"
"0417","4790417","213","62","D"
"0423","4790423","311","61","D"
"0446","4790446","1339","296","D"
"0447","4790447","896","403","D"
"0448","4790448","136","54","D"
"0453","4790453","181","24","D"
"0458","4790458","1191","332","D"
"0465","4790465","317","49","D"
"0202","4810202","335","165","D"
"0203","4810203","971","623","D"
"0115","4850115","5","0","D"
"0301","4850301","1","0","D"
"0303","4850303","494","264","D"
"0306","4850306","336","96","D"
"0308","4850308","148","127","D"
"0311","4850311","475","164","D"
"0313","4850313","5","1","D"
"0001","4890001","564","147","D"
"0002A","4890002A","17","4","D"
"0002B","4890002B","482","192","D"
"0003","4890003","288","157","D"
"0004","4890004","492","206","D"
"0005","4890005","285","103","D"
"0006","4890006","150","79","D"
"0007","4890007","345","156","D"
"0008","4890008","287","83","D"
"0009","4890009","298","107","D"
"0011","4890011","153","140","D"
"0012","4890012","29","12","D"
"0135","4910135","1084","627","D"
"0140","4910140","643","627","D"
"0145","4910145","925","546","D"
"0146","4910146","2027","921","D"
"0147","4910147","1248","682","D"
"0149","4910149","712","523","D"
"0150","4910150","769","493","D"
"0151","4910151","958","607","D"
"0152","4910152","898","467","D"
"0160","4910160","1514","1238","D"
"0162","4910162","1082","551","D"
"0185","4910185","661","356","D"
"0186","4910186","1018","662","D"
"0189","4910189","1076","764","D"
"0197","4910197","997","787","D"
"0198","4910198","1319","1196","D"
"0201","4910201","1980","1913","D"
"0218","4910218","1125","802","D"
"0266","4910266","1225","1105","D"
"0273","4910273","826","742","D"
"0274","4910274","1610","1018","D"
"0275","4910275","1077","628","D"
"0314","4910314","1002","924","D"
"0339","4910339","813","688","D"
"0342","4910342","298","226","D"
"0368","4910368","907","808","D"
"0423","4910423","1135","894","D"
"0429","4910429","453","280","D"
"0455","4910455","812","541","D"
"0456","4910456","480","391","D"
"0463","4910463","1609","1084","D"
"0480","4910480","1636","1197","D"
"0491","4910491","1607","1429","D"
"0102","4930102","728","429","D"
"0401","4950401","136","122","D"
"0002","50002","862","290","D"
"0020","50020","1056","172","D"
"0001","5050001","520","240","D"
"0002","5050002","339","152","D"
"0003","5050003","553","394","D"
"0004","5050004","394","138","D"
